comment_id,用戶名稱,留言內容,留言時間
11,Huang Shan Liao,請問你的違法行為，賈靜雯是共犯嗎？,5週
12,Huang Shan Liao,"修杰楷包裝暖男善良人設，實際上是違法買通兵役資料的罪人，真是太偽善了，被你騙那麼久！沒想到私底下那麼骯髒！
新聞說，雖然你花了15萬元仍然買通失敗，還是當了5個月替代役，但是原本應該是12個月役期。
你違法的手段跟你的陽光善良形象不符，你不羞恥嗎？賈靜雯也被你騙了嗎？
修杰楷你到底有多脆弱才連當陸軍都怕，一定堅持要去當替代役？",5週
13,許添財,修恥心,5週
14,祖刻薄,那些要你加油的，支持你的都是畜生！當兵捍衛國家是每個台灣男人的義務與責任！支持逃兵就是毀滅國家！你的鐵粉和你，都是臭俗辣！曹你涼的！,5週
15,李憲偉,"逃兵仔！還有好運！該還的還是要還！
願上帝重重的懲罰你。",5週
16,Gogi Lin,"這一幕一定要讓你小孩一直看到喔!!你老爸逃兵役。屌斯
5週",讚
17,Rodger Y. H. Lip,知道你快被抓了嗎？,5週
18,Joey Jo,快去打造你的豆腐四角棉被吧,5週
19,Tiger Tân,"軟蛋不當兵
5週",讚
20,James A Chen,當兵工作室.....？？,5週
21,貝爾,"當我們其他役男是白癡啊！
要被關在軍營兩年！
每天操得跟狗一樣！
你最棒～
不用當兵！",5週
22,廖晨皓,好運來了，被抓到閃兵了，死好,6週
23,Leton Sin,逃兵工作室？,6週
24,張書銘,記得要幫狗刷毛,7週
25,Claire Ong,你们的“开门见山” 我一定支持到底 ：-）,8週
26,Claire Ong,Tefal 超级棒,8週
27,賈姬,,8週
