comment_id,用戶名稱,留言內容,留言時間
70,Ling Wes,最好原本要自首證據呢？想幹嘛？是想多賺吧，難得五月天出現給了那麼好的機會當然要賺啦，有抓到就說要自首沒有就繼續,5週
71,郭家銘,"Ling Wes
說的沒錯",5週
72,林彥川,"退伍令比金曲獎難拿吼！
還說要自首勒笑死人！大人大種了是在怕三小。有夠丟臉",5週
73,Brock Eddie,我早知道......個屁www 會自首早自首 還能拖到今天 現今的演藝圈還真是超多拉基,5週
74,DF Ang,知法犯法方向正確，用逃兵規劃演藝事業，才有今日的成就。,5週
75,羅際光,"林淯霖
詹翔文
徐祥勝
快訊
【張書偉】明日 （22）停止上班上課。",5週
76,林淯霖,"羅際光
講甚麼話，你講甚麼話。",4週
77,Yu Chieh Lin,"看到你說「原本要自首的」，但因為害怕所以沒有自首，身為重度潛水的老粉這次出面留言是想讓你知道，因為你的不老實而讓老粉感到失望。
明明有這麼多次機會可以讓你自首，卻抱持僥倖心態ㄧ天過一天。就算本來有自首的念頭，但最後也是因為被自己的害怕而退縮，「反省」不應該是在被逮捕後才開始的！
5週",讚
78,李心亭,"真的是有夠不老實的人，居然會為了逃避兵役而做出違法偽造病歷的事情，驗證了這種人有多心術不正
5週",讚
79,陳亦,下架你 逃兵偉,6週
80,Ellipse King,"挺得住 就不公休 AO~
6週",讚
81,林俊谷,團滅，看起來檢調有憑據，坤達應該也是逃兵一枚。,6週
82,嚴閸,九條好漢在一班，九條好漢在一班,6週
83,Chein Shen,"超讚的！謝謝你們
我們10/18有衝過去看喲",6週
84,陳桑妮,"藝人第一波被查時，你們就應該先出來承認，躲到現在被拘提，只會讓形象更差更壞。
6週
讚",回覆
85,郭家銘,"陳桑妮
越拖越久只是讓傷害更大而已 希望不會因此而解散呀",5週
86,郭家銘,"陳桑妮
真的 等到被抓到 才說想自首",5週
87,廖晨皓,垃圾逃兵偉,6週
88,吳前仁,老婆那麼漂亮結果你逃兵，這樣能給她性褔嗎？,6週
89,Yao Yao,真帥,6週
90,江麗君,希望你沒事一切平安,6週
91,Xiaojun,"書瑋書瑋在哪裡 書瑋在警局
6週",讚
92,鄭仕鴻,都可以16蹲了，為何逃避兵役….,6週
93,鄭仕鴻,現在是星期二白天被檢調抓走,6週
94,James Chin,逃兵仔，之前怎麼不敢承認，還要被抓才承認,6週
95,Kamael Cyu,"孬
6週",讚
96,Scott Chuang,"原本要自首的 呵呵
6週",讚
97,黃輝煌,"不配當男人 這種還有臉當藝人
6週",讚
98,Jimmy Chan,"不配做泰山人
6週",讚
99,周躺郝,"你的其他隊員們…
希望能撐著",6週
100,陳文木,海軍陸戰隊之海龍蛙兵，捨汝其誰？,6週
101,王馬可,"陳文木
正中間跟左下方那兩位嗎？？",6週
102,Chian Pin Hu,別逃啦！快去當兵喔,6週
103,王馬可,整團都有病，還真強,6週
104,陳文木,"王馬可
九條好漢耶",6週
105,張婷婷,"在紅也要當兵喔
6週",讚
106,Ling Wes,運動什麼啦！不當兵運什麼動，人設是不是？,6週
107,Edden Lin,笑死,6週
108,王馬可,"閃兵也是一輩子的事？？？？
6週",讚
109,賴偉翔,"逃兵仔粉絲還一堆 都是底層在挺的喔
6週",讚
110,辛華特,"當兵只是一年的事
你個醜八怪逃兵勒",6週
111,宗霖,朝聖,6週
112,王馬可,被抓了！！！！！,6週
113,Jeff Shin,本來要自首? 默認了喔,6週
114,陳才,帥氣,6週
115,Marjorien Shuwei,陳才,6天
116,Tsai Cheng,"朝聖
6週",讚
117,Chan Chun,"帥到 不用當兵 被帶走 看多帥
6週",讚
118,金寶,"當兵是一輩子的事
6週",讚
119,秋小香,"壓軸
0:00 / 0:18
6週",讚
120,Tu Oscar,"謂
心虛
6週",讚
121,焦惠君,超愛書偉,6週
122,許秀嬿,"很喜歡你們的表演
很有能量看完心情都會特別好",6週
123,吳月花,"書偉太棒了！也很帥！
加油~",6週
124,黃春子,書偉：帥氣讚,6週
125,張雯雯,"好聽的一首歌
0:00 / 1:00
6週",讚
126,王芳瑂,書偉：帥翻了,6週
127,林靖惠,"現場看真的很嗨
6週",讚
128,Huey Ying Guo,"張書偉shuwei
你們都很帥喔！帥翻了啦~~",6週
129,陳曉華,押走,6週
130,張琪,超帥的,6週
131,黃金滿,張書韋好看王子的水哥加油你好嗎,6週
132,Marjorien Shuwei,黃金滿,6天
133,Yi-jung Wang,"昨晚你們還是全力以赴的帥
6週",讚
134,Marjorien Shuwei,Yi-jung Wang,6天
135,Joanna Huang,"昨晚的書偉很帥！
6週",讚
136,林柏廷,"Joanna Huang
今天的書偉也很帥！
6週",讚
137,婞妢,"衝衝衝
6週",讚
138,陳小尹,謝謝你們帶來精彩表演,6週
139,李思榆,"雲林虎尾選手之夜
6週",讚
140,林雙燕,帥,6週
141,許秀惠,阿達你們演唱會很好看喔,6週
142,Judy Wang,我的故鄉,6週
143,陳靜慧,"怎麼辦
我都會想到發貴
6週",讚
144,王郁惟,"陳靜慧
我也是
6週",讚
145,陳美月,"從童話故事中走出來的白馬王子真的好帥喔？書偉哥太帥了
6週",讚
146,黃麗幸,"每—場表演都很精彩！
6週",讚
147,黃麗幸,"除了帥就是帥！
6週",讚
148,謝瓜子,"打勾勾
6週",讚
149,廖小玲,"書偉哥辛苦了
6週",讚
150,靜怡,演出和精彩，女兒說微笑先生好洗腦，昨晚雲林很悶熱辛苦了！,6週
151,Marjorien Shuwei,靜怡,6天
152,Marjorien Shuwei,蔡玉茹,6天
153,于祝,"超帥氣
6週",讚
154,許小贔,,6週
155,陳圓婷,"昨天書偉超棒的
6週",讚
156,Sara Luo,"書偉哥 帥氣
6週",讚
157,林易汶,"表演很精彩～辛苦了！
6週",讚
158,Marjorien Shuwei,林易汶,6天
159,GU Rita,"書偉哥的笑容很迷人
6週",讚
160,Tu Oscar,"恨
恨
恨
恨死你",6週
161,薛褞蓮,"昨天的笑容真的超治癒
6週",讚
162,林小鈺,"白馬王子的水哥加油！你好棒
6週",讚
163,Bella Pan,"昨晚演出好棒
說好要一直雙向奔赴哦
6週",讚
164,Nelly Huang,"昨天台北上車高鐵上跟你說聲加油，希望沒被嚇到
6週",讚
165,Marjorien Shuwei,Nelly Huang,6天
166,陳淑影,坤達的髮色好好看,6週
167,Marjorien Shuwei,"陳淑影
https://line.me/ti/p/FMd9-hBRzU",6天
168,陳文木,"陳淑影
還沒去當兵?",6週
169,張惴琳,很棒表演,6週
170,Marjorien Shuwei,"張惴琳
https://line.me/ti/p/FMd9-hBRzU",6天
171,彭昕蒂,超嗨的大家都很帥,6週
172,Joyce Teo,水哥好棒棒 超级帅的,6週
173,林茉羽,"表演真的很精彩辛苦書偉哥了
6週",讚
174,阿歐 アオ,"書偉每一次的造型都好好看
6週",讚
175,Marjorien Shuwei,阿歐 アオ,6天
176,林貝貝,"謝謝你們來雲林
6週",讚
177,Marjorien Shuwei,林貝貝,6天
178,謝貍貓,"看到你就融化了！太開心了
6週",讚
179,Mindy Kung,"書偉很棒！超級帥！
6週",讚
