comment_id,用戶名稱,留言內容,留言時間
84,烏索普,"今勸世人積善因，莫推無力怨家貧。
福報路途原甚廣，家貧只要此心真。
士農工商俱可積，漁樵牧笠盡能行。
車夫轎夫俱當勉，婦女兒童亦可能。
傭工乞丐都宜學，不分老少要純心。
我今現身來說法，廣開善路渡眾人。
久久行之無懈怠，今生獲福又來生。
筆下如何積善因，此事全在讀書人。
或編濟世書一卷，募眾刊刻告神明。
或取良方抄數本，到處流傳救病人。
或錄古今報應事，維持風化正人心。
或表他人一隱德，作文宣與眾知聞。
或遇人有爭訟事，寫書和解息紛紜。
或遇他人多口過，下筆叮嚀作戒銘。
或將濟人利物事，寫書婉勸有錢人。
或將聖賢經傳上，闡明註釋每留神。
或見文體有訛謬，詳加訂正莫誤人。
或訓生徒傳聖學，嚴立條規照例行。
或著格言醒世俗，使人觸目倍驚心。
或遇他人有冤枉，情詞懇切代伸明。
或為風俗嫌生女，著成戒溺一篇文。
自古儒生責任大，助天闡教要殷勤。
果能一心行普渡，兒孫代代作公卿。
醫生救世是良因，望聞問切術粗精。
第一察脈要詳細，第二配藥有君臣。
到處開方療疾病，隨時施藥寓慈仁。
不論貧富請皆往，半積陰功半養身。
口內如何積善因，只為方便在他人。
或勸富人行施濟，出財糶米救饑貧。
或見少年多浪費，與言祖父甚艱辛。
或見豪貴時感化，救貧濟苦語殷勤。
或見男子多戀色，勸他節欲免傷身。
或見婦女愛遊玩，勸勿獨行惹禍臨。
或見倫常多乖舛，勸他和睦一家親。
或見文士品學好，勸人舉薦免沉淪。
或見他人心不善，常言果報醒迷魂。
或見婚姻喪葬事，勸人儉樸莫奢淫。
或見他人談過惡，勸勿出口敗聲名。
或見他人好嫖賭，良言幾句勸回心。
或見他人食牛犬，每將報應說分明。
或見他人失產業，勸他耐守且安貧。
或見他人賤穀米，與言農夫甚艱辛。
或見遊手好閒者，勸尋一藝好營生。
或見他人多忿恨，勸令和順過光陰。
或見他人多憂悶，隨時寬解莫焦心。
一切陰功都在口，圓轉如環妙在人。
久久行之毋自怠，自然善果易圓成。
力上如何積善因，只要真心肯濟人。
見有善事頻幫助，每逢善會肯操心。
或約眾人施茶粥，或邀富戶濟饑貧。
或替他人施衣襖，或遇水火救災臨。
或代他人肩重任，或為他人送信音。
或為好事盡心辦，或為仇怨解紛爭。
或遇投河攔路阻，或遇懸梁急解繩。
或能保全婦女節，或暗設法救溺嬰。
或扶瞽者將橋過，或於深夜送人行。
或見屠宰勞力救，或見患難挺身行。
或人出財己出力，後來福報自平分。
一切陰功全在力，替人方便盡己心。
寒素之家宜學此，豈必錢財乃濟人？
只怕人心多懶惰，半途錯過此一生。
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^",3年
85,林偉傑,"烏索普
全民瘋世足
精準分析 . 請時刻關注
投注概率 . 及盤口賠率。
請點選連結
：
https://line.me/ti/g2/9f3CfZYr5-zK1GGvr9IrhN-EF2UP8RcNK89YFQ?utm_source=invitation&utm_medium=link_copy&utm_campaign=default",2年
86,Begit Dia,"Hi darren wang i so happy for you and the wolf iove you so mach
3年",讚
87,黃佳蓉,"https://fb.watch/lm568zCSsf/
寶藏屋互動式歡樂直播場
最趣味品質把關的優質節目
敬請關注追蹤+按讚立即加入粉絲團 即刻起獲得活動優
FACEBOOK",2年
88,黃佳蓉,"https://fb.watch/lm568zCSsf/
寶藏屋瘋狂好禮送不完
持續關注日安玩美憲哥直播
FACEBOOK",2年
89,黃佳蓉,"Begit Dia
https://fb.watch/lm568zCSsf/
寶藏屋歡慶日安玩美銷售破10萬盒
持續關注全台最有特色直播頻道
吳宗憲指定平台
FACEBOOK",2年
90,蔡雅芳,"Begit Dia
bit.ly/3jQrQBy",2年
91,Cluck Liddell,"你這假冒為善的人！先去掉自己眼中的梁木，然後才能看得清楚，去掉你弟兄眼中的刺。
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Thou hypocrite, cast out first the beam out of thine own eye; and then shalt thou see clearly to cast out the mote out of thy brother's eye.",3年
92,张亮,菜卓宜爽不爽,3年
93,威豪陳,你與中共的一百萬約定,3年
94,林偉傑,"威豪陳
全民瘋世足
精準分析 . 請時刻關注
投注概率 . 及盤口賠率。
請點選連結
：
https://line.me/ti/g2/9f3CfZYr5-zK1GGvr9IrhN-EF2UP8RcNK89YFQ?utm_source=invitation&utm_medium=link_copy&utm_campaign=default",2年
95,楊維倫,"這是男主角最難看的版本，沒有之一
3年
讚",回覆
96,沈智文,"楊維倫
周杰倫我們在這等您 bit.ly/3Ggjrik",2年
97,Ruby Chen,看了狼殿下後，開始追劇,3年
98,王佩琪,3年,讚
99,Dalu Wang,"王佩琪
感謝您成為我的忠實粉絲，我非常感謝您的精彩評論，因為這對我意義重大，請給我發送好友請求好嗎",3年
100,SkyeBrylle Perocillo Dausan,"Ka pogiiiii....mas gravy Sya ka gwapo sa the wolf bah
3年",讚
101,Nancy Tsai,"看完了，好看
，大推",3年
102,Terry Hoo,"Nancy Tsai
推你码啊",38週
103,Joha Joh Dur,"Ame a
y lloré mucho por
como actor eres increíble ame tu protagonico de lobo jamás olvidaré esa serie quedó en mi recuerdo tu actuación hasta el final para mí fuiste el mejor actor de la serie de principio a fin niño
3年",讚
104,Joha Joh Dur,"Lo amo tremendo actor trabajo impecable
3年",讚
105,Dianne Arculo,"The best movie i've ever watched.
3年",讚
106,Pia Lesaca,"I am hping for season 3
4年",讚
107,林偉傑,"Pia Lesaca
全民瘋世足
精準分析 . 請時刻關注
投注概率 . 及盤口賠率。
請點選連結
：
https://line.me/ti/g2/9f3CfZYr5-zK1GGvr9IrhN-EF2UP8RcNK89YFQ?utm_source=invitation&utm_medium=link_copy&utm_campaign=default",2年
108,Padico Liao,https://news.tvbs.com.tw/entertainment/1604891,4年
109,程梅,中華民國(台灣)國慶生日快樂。舔中藝人們，您們心碎了嗎？,4年
110,지은,"내가 우수팬이라니요
4年",讚
111,Quỳnh Trang,Tôn Nữ Ngọc Quỳnh,4年
112,Hala Fotouhi,Facebook piliz,4年
113,Tudu Kura,"I love the so so much
4年",讚
114,樂淇學苑 Logibeauty,要健康！更要美麗！,4年
115,김병화,"아직도 그 장면이 떠오르네요I still remember that scene.
4年",讚
116,Linehan Barden,"耶稣说：“狐狸有洞，天空的飞鸟有窝，人子却没有枕头的地方。”
//////////////////////////////
And Jesus saith unto him, The foxes have holes, and the birds of the heaven have nests; but the Son of man hath not where to lay his head.
4年",讚
117,현서,"이거 밨어야
4年",讚
118,陳怡羚,"看
了狼殿下愛上王大陸每天都要追你的劇無法自拔",4年
119,Cindy Chang,"한국 또 가고싶어요~ it's so cute when he said korean
4年
讚",回覆
120,Cindy Chang,"王大陸 工作聯繫請洽：當樂娛樂 02-2351-1255
Tenor",4年
121,陳明谷,"免費娛樂城辦到好
玩不用錢先送1500
介紹朋友再送600
加賴Libbey0506
記得截圖私訊",4年
122,Laura Cabrera,"Yo acabo d terminar el drama de el lobo si conocí a Darren y wooo se me hizo guapísimo
4年
讚",回覆
123,Laura Cabrera,"Tom Liu perdon no ablo ingles y tampoco lo entiendo perdon
2年",讚
124,Laura Cabrera,"Tom Liu hola
2年",讚
125,薛宗琦,"色鬼，丟臉丟到大陸去！
media1.tenor.co",4年
126,민아,"김보민 왕대루 ㅜㅠㅠ 장즈수 알어뷰 쏘머치ㅜㅜㅜㅜ
4年",讚
127,Lain Kawaii Riley,"You should post more on FB ^^
4年",讚
128,Een Chen,给你一個贊，是因為你的演技很棒！加油！,4年
129,An Gel Mae Orlina,"I love this movie
4年",讚
130,Arnaud Peter,"Angel Mae Orlina
如果你是王大陸的粉絲，請點擊下面的鏈接
，告訴他你喜歡他什麼
https://www.facebook.com/Darren-Wang-101798295991149",3年
131,Eliana Carmo,"E aqui no Brasil a série (The wolf ) estar sendo um grande sucesso
Amamos a sua atuação
grande ator .
4年",讚
132,蕭依人,"不少女生看到這部戲應該感到很虐心 這是一個全家的男店一個全家的店員送給我喝的熱拿鐵 其實他早就已經準備好了 可是我是一個有話直說的人 我不喜歡喝咖啡有不少的傷心事但一個溫暖的舉動暫時可以忘記那不好的瞬間
4年",讚
133,蕭依人,請問用Line嗎?￼,3年
134,Dalu Wang,"蕭依人
感謝您成為我的忠實粉絲，我非常感謝您的精彩評論，因為這對我意義重大，請給我發送好友請求好嗎",3年
135,Nuj Aynattha,"น่ารักกกมากค่ะเรื่องนี้
4年",讚
136,Eliane Pereira,"O nome do dorama
4年",讚
137,楚秋秋,狼殿下好看,4年
138,해윤,"와 미쳤다 이거 내 인생영화 ㅠㅠㅠ
왕대륙
4年",讚
139,혜윤,,4年
140,이시원,"정혜윤
이거 재밌어?
4年",讚
141,Charlô Antero,"Com certeza vc define a palavra Deus grego. Multiplica senhor e joga o excesso aqui no Brasil
4年
讚",回覆
142,ครอบครัว ตัวต.,"Love you
4年",讚
143,Silvaneide Paulino,"I'm your fan and you are very talented and beautiful
4年
讚",回覆
144,Emma Landoy Villagracia,"Ayen
eto yung natukoy ko na isa niyang movie na nakakakilig din huhu
4年",讚
145,Anna Pshenichnaya,"It's sad to say goodbye to the actors you love
4年
讚",回覆
146,Anna Pshenichnaya,"Wang Talu's acting is amazing. It's a pity the show is over
4年
讚",回覆
147,鄭芝威,"星匯娛樂城
您還擔心找不到正常出金的娛樂城嗎?
還再害怕贏了一筆錢 卻領不出來嗎?
即日起加入星匯娛樂城
免費加入 領取免費體驗金
百人群組每天專業報牌
全台最高返水0.8%超高體驗
24小時客服專員在線服務
申請提領五分鐘內火速到帳
最方便即時的線上運彩投注平台
真人視訊百家樂 歐博聽 沙龍廳
提供四大超商.ATM.網銀儲值
24小時線上客服提款5分內到帳
趕快+LINE領取免費體驗金
LINE ID: yuxi0209",4年
148,許子誠,演的戲難看死了，,4年
149,Maria Paula Wu,"Charlô Antero
super concordo! Ontem, acabei de assistir a série the wolf.. sensacional!
4年",讚
150,張白白,"Silvaneide Paulino
Oh, sorry. He is a deserter now. He also hired gangsters to beat up innocent drivers. He may be imprisoned at any time.
38週",讚
151,Anna Pshenichnaya,"Tom Liu I like Talu Wang's acting
2年",讚
152,Anna Pshenichnaya,"沈智文
?",2年
153,沈智文,"Anna Pshenichnaya
周杰倫我們在這等您 bit.ly/3Ggjrik",2年
154,Anna Pshenichnaya,"Hanna Walinska
I watched it three times, first without translation, then with translation, then I looked again
4年",讚
155,Hanna Walinska,"Anna Pshenichnaya
Well, I already watched it twice. THE WOLF.
4年
讚",回覆
156,蘇鈴婧,"許子誠
不喜歡你可以不要看，不然你自己去演看看",4年
157,陳娜娜,演技變得很厲害 我愛狼殿下,4年
158,楊美美,"喜歡
演的很棒
4年",讚
159,Leraine Max Ramos,"I LOVE THIS MAN SO MUCH
4年",讚
160,Vivian Kwan,"大陆，可以换照片了哦
4年",讚
161,Daisy Minton,看完狼殿下迷上王大陆，昨天才知道你还演过江直树，看了觉得也很不错啊，虽然和郑元畅感觉不同，但是女主真的有在模仿林依晨诶。,5年
162,Anna Pshenichnaya,5年,讚
