Topic,Count,Name,Representation,Representative_Docs
28,12,28_好曖昧啊_怎麼那麼鬧_14_糟了,"['好曖昧啊', '怎麼那麼鬧', '14', '糟了', '更喜歡toro了', '手機時間應該要13', '太鬧了吧', '好到位', '偷漏真的太難過了', '太鬧']","['偷漏真的太難過了🤣🤣', '糟了，更喜歡toro了🤣🤣🤣', '好到位😂手機時間應該要13:14']"
29,11,29_開頭我以為拿開山刀_達達真的跳得有點太大力_真的是太難看了_甚至是5月的時候就在討論如何應對了,"['開頭我以為拿開山刀', '達達真的跳得有點太大力', '真的是太難看了', '甚至是5月的時候就在討論如何應對了', '被抓到只是更難看而已', '結果是真的', '有人慘囉', '有点围险', '我還以為是ai惡搞', '恥度要夠']","['我還以為是Ai惡搞 結果是真的🤣', '一開始就要自首了,被抓到只是更難看而已', '甚至是5月的時候就在討論如何應對了，真的是太難看了🤡']"
30,11,30_不錯_請出續集_其實就補當而已還好啦_加油,"['不錯', '請出續集', '其實就補當而已還好啦', '加油', '', '', '', '', '', '']","['請出續集', '梗。不錯', '其實就補當而已還好啦']"
31,11,31_零錢包唷_已捐款_愛盲超人_有夢eye不老,"['零錢包唷', '已捐款', '愛盲超人', '有夢eye不老', '30', '10月15日是國際盲人節', '16於愛盲粉專公告', '並於備註註明', '也因為有了白手杖', 'tfb']","['感謝坤達助力「白手杖愛盲行動」，陪伴高齡視障者勇敢走出去！ 邀請大家一起成為 #愛盲超人 💪 捐款還有機會抽到坤達親簽茄芷袋！✨✨✨', '已做愛心 很棒的公益活動 長大後有能力了 要為社會做一些事情 幫助有需要的人 已捐款 ❤️', '今年很感謝 @tfb.tw 的邀請，擔任白手杖愛盲行動的公益代言人！ 記得在拍攝公益廣告時，我陪著83歲獨居的吳爺爺在淡水河邊散步。他說：「白手杖是我的伴。」也因為有了白手杖，大家看到他就會主動詢問幫忙，才讓他更有勇氣走出家門。 我相信這世上其實有很多沒有披風的愛盲超人～ 讓我們一起主動幫助高齡視障者，讓他們也像超人一樣勇敢前行吧！ 10月15日是國際盲人節/世界白手杖日 跟我一起成為 #愛盲超人 吧！ ◆立即行動｜支持白手杖愛盲行動服務計畫◆ ▌官網捐款｜ 現在捐款還有機會獲得坤達簽名的愛盲茄芷袋+零錢包唷！辦法詳見留言～ #有夢EYE不老 #請支持白手杖愛盲行動 #關懷高齡視障者 ————————— 捐款支持白手杖愛盲行動，滿500元就有機會抽中坤達親簽愛盲茄芷袋+零錢包唷！ 活動期間：即日起至11/30 活動辧法：於愛盲官網【有夢EYE不老】專案 #捐款滿500元（不限付款方式）並於備註註明 #坤達 即符合抽獎資格。 詳細活動辧法與得獎名單請關注愛盲粉專。 （得獎名單將於12/16於愛盲粉專公告。)']"
32,11,32_suetwei_nyses_我到底看了什麼東西_澎湖收工到底拍了幾支影片_抓包第一現場,"['suetwei_nyses', '我到底看了什麼東西', '澎湖收工到底拍了幾支影片', '抓包第一現場', 'chorei', '達哥和奶哥到底嗑了什麼才願意拍', 'de', 'eg', 'book_', '太好笑了']","['澎湖收工到底拍了幾支影片😂', '@eg.book_ 🤣🤣🤣', 'Chorei de😂😂😂😂😂👏👏👏']"
33,9,33_你的藍髮不見了_你眼鏡好穩喔_e起做公益_一下開始扭,"['你的藍髮不見了', '你眼鏡好穩喔', 'e起做公益', '一下開始扭', '眼鏡達出現惹', '看到手機主銀幕', '是否先喬一下眼鏡然後又小小嘟嘴', '推眼鏡好帥喔', '拜託藍髮眼鏡半永久', '我眼睛都在看']","['E起做公益🙌 我眼睛都在看👀你的藍髮不見了😮', '！眼鏡達出現惹～好會扭的達達😍 請多扭一點🫣🫣', '要確定欸⋯是否先喬一下眼鏡然後又小小嘟嘴😗一下開始扭、再來個耀眼的紅色上衣、絕👍']"
34,9,34_energy屬於的6邊形少一邊都不行_energy團體_energy要好好的加油_一樣永遠支持你喜歡你,"['energy屬於的6邊形少一邊都不行', 'energy團體', 'energy要好好的加油', '一樣永遠支持你喜歡你', 'ralacheng', '也淪陷了', '來看', '整個energy', '妳的energy來了', '一起']","['加油！永远支持 energy! 缺一不可！❤️', '要回來 整個energy 一起💪', '單身的朋友！ 不怕一個人 🔥 來看 #Energy團體 演唱會進場就變E群人 💓 讓你忘記孤單，看完保證多個朋友， ❤️ \u200d 🔥 嗨到變成E家人 ❤️ \u200d 🔥 努力向上地去擁抱生活，未來的日子才會更加精彩。😊']"
35,9,35_支持你_加油一樣還是會支持你_還好嗎_連你也,"['支持你', '加油一樣還是會支持你', '還好嗎', '連你也', '還是會繼續支持你', '永遠挺你', '不管怎樣一定還是支持你的', '公司害的拉', '加油', '']","['支持你！公司害的拉', '支持你', '加油 支持你!']"
36,9,36_對你很失望_不會放棄你_但是沒想到你也會造假_你有偷偷跟那老先生說你閃了一年多的兵嗎,"['對你很失望', '不會放棄你', '但是沒想到你也會造假', '你有偷偷跟那老先生說你閃了一年多的兵嗎', '你也要繼續留著喔', '先退追了', '再也不會想看到你代言任何東西出現在任何節目', '再次出發', '你看小豬現在還不是又回到螢光幕前了', '只能說對你很失望']","['笑死 沒被抓還跳成那樣 被抓才在後悔 第一波清算 趕快自首我還算敬你是條漢子', '面對負責，好了就好了，不會放棄你，你也要繼續留著喔！拜託！我無法接受還有人不在', '達哥！我年輕也有做錯過事，沒事 至少年輕過後你都沒有負面新聞，我覺得這件事不影響支持，期待你整頓好後 再次出發，你看小豬現在還不是又回到螢光幕前了']"
37,9,37_好好笑_什麼啦超好笑_笑死笑死了_好好笑好喜歡,"['好好笑', '什麼啦超好笑', '笑死笑死了', '好好笑好喜歡', '想看花絮', '我會被這真實劇情給笑死', '笑死我了', '太好笑了', '笑死', '']","['太好笑了 ！😂 想看花絮 ！😂', '😂好好笑😍', '😂😂好好笑']"
38,8,38_閃兵達_閃兵仔可憐_上手銬了_但霉體問題還是大,"['閃兵達', '閃兵仔可憐', '上手銬了', '但霉體問題還是大', '只是閃兵搞得好像殺人放火ㄧ樣', '雖然閃兵不對', '阿不是氣胸開刀', '娘砲才閃兵', '在那邊豪洨最會', '可憐']","['閃兵仔 可憐', '雖然閃兵不對 但霉體問題還是大', '阿不是氣胸開刀？在那邊豪洨最會']"
39,8,39_gem0816_我看to達cp_這個駭客我喜歡_fannybabyqq,"['gem0816', '我看to達cp', '這個駭客我喜歡', 'fannybabyqq', '笑到肚子痛', '笑到噴淚', '不可能又來了', '怎麼回覆這多', 'claire0226', '達達手機是不是被駭客攻擊']","['@gem0816', '@gem0816', '@gem0816']"
40,8,40_希望達哥好好誠實面對閃兵問題_希望達哥好好面對qq_所以逃兵的名單裡只真心希望達哥這次能處理好後_支持達哥,"['希望達哥好好誠實面對閃兵問題', '希望達哥好好面對qq', '所以逃兵的名單裡只真心希望達哥這次能處理好後', '支持達哥', '一樣支持', '怎麼感覺是達哥的主意', '再回到螢光幕前', '可能平常形象還不錯', '達哥不是有疾病在身所以不用當嗎', '達哥']","['希望達哥好好誠實面對閃兵問題', '希望達哥好好誠實面對閃兵問題', '可能平常形象還不錯，所以逃兵的名單裡只真心希望達哥這次能處理好後，再回到螢光幕前。']"
41,8,41_不愧是百米12秒的男人_不要再跑了_not_home,"['不愧是百米12秒的男人', '不要再跑了', 'not', 'home', 'come', 'better', '丟不丟臉', '笑死人的閃兵團', '牛逼', '欸欸']","['欸欸 在國外待好別回來 回來就要被抓了', '不愧是百米12秒的男人 跑得很快 逃兵也是跑第一 牛逼', 'you better not come home']"
42,8,42_我剛運動完就看到這個_我也好想去這裡運動啊_第一次看过双人的跑步机_這是哪間健身房,"['我剛運動完就看到這個', '我也好想去這裡運動啊', '第一次看过双人的跑步机', '這是哪間健身房', '跳舞運動欸', '這個絕對不是健身不揪鬧脾氣', '第一次覺得健身房好好玩', '我到底看啥健身', '噗哧', '什麼跟什麼']","['這是哪間健身房？我也好想去這裡運動啊⋯⋯😎', '我剛運動完就看到這個！什麼跟什麼🤣🤣🤣', '噗哧 我到底看啥健身🏋️跳舞運動欸！ 哈哈哈😂😍🤣']"
43,8,43_要準備坐牢了_偷達不能拆_哈哈哈_,"['要準備坐牢了', '偷達不能拆', '哈哈哈', '', '', '', '', '', '', '']","['哈哈哈！！🤣🤣🤣🤣🤣🤣', '🤣🤣🤣🤣🤣🤣🤣🤣要準備坐牢了', '🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 偷達不能拆❤️']"
44,7,44_哈哈哈哈哈哈哈哈哈哈哈_原來to哥這樣阿哈哈_哈哈哈_哈哈哈哈哈,"['哈哈哈哈哈哈哈哈哈哈哈', '原來to哥這樣阿哈哈', '哈哈哈', '哈哈哈哈哈', '哈哈哈哈', '', '', '', '', '']","['原來to哥這樣阿哈哈', '哈哈哈哈哈哈哈哈哈哈哈', '哈哈哈哈哈哈哈哈哈哈哈']"
45,7,45_好抽象_太抽象_連他們都開始玩抽象了嗎_很抽象,"['好抽象', '太抽象', '連他們都開始玩抽象了嗎', '很抽象', '偶像沒有偶包', '偶像只有抽象', '現在都那麼抽象的嗎', '哈哈哈', '', '']","['偶像沒有偶包 偶像只有抽象', '好抽象🤣🤣🤣', '好抽象😂']"
46,7,46_不要讓別人再攻擊柯佳嬿了好嗎_事情發酵到現在連個道歉文切割文都沒有_什麼叫作錯誤申請_你可能沒對佳嬿坦承,"['不要讓別人再攻擊柯佳嬿了好嗎', '事情發酵到現在連個道歉文切割文都沒有', '什麼叫作錯誤申請', '你可能沒對佳嬿坦承', '你是逃避欸', '你根本沒反省好嗎什麼叫作錯誤申請', '你沒保護和照顧好佳嬿', '你還是個人嗎', '你還沒有親自道歉嗎', '卻要幫你承受那麼多無辜的謾罵和詆毀']","['「錯誤申請免役」你根本沒反省好嗎什麼叫作錯誤申請 你是逃避欸 什麼叫作錯誤申請 避重就輕抽換字面真的很猛🤡', '你還是個人嗎 事情發酵到現在連個道歉文切割文都沒有 只知道柯佳嬿做錯了0件事 卻要幫你承受那麼多無辜的謾罵和詆毀 平時上節目上電視提老婆倒是提得蠻多的 現在怎麼不提了？？？ 真的是忍你夠久了這位先生🙂\u200d↕️🙂\u200d↕️', '1.對你很失望…我要退追了😥 2.請你道歉時要說的是對不起 和鞠躬 會給人比較誠懇的感覺 ，而不是只說不好意思…（我聽到整個傻眼和失望） 3.如果你跟書偉早點自首的話⋯⋯或許我個人還會選擇原諒⋯⋯ 啊現在 …我看新聞說演唱會照常舉行…而不是啟動退票和補償機制 …我只能説 好險這次我沒辛苦存錢買票⋯⋯ 4.我很心疼佳嬿遇到警察突然上門時可能會有的驚嚇和錯愕🥺 我願意相信佳嬿可能不知道你逃兵的事…你可能沒對佳嬿坦承… 你沒保護和照顧好佳嬿… 對於這點我感到憤怒與失望🤦🏻\u200d♀️']"
47,7,47_太好看了_好喜歡這齣_有點gd的風格_我想看花絮,"['太好看了', '好喜歡這齣', '有點gd的風格', '我想看花絮', '其實這樣我蠻喜歡的', '花絮比正片好看', '多拍一點', '太喜歡了', '今天採訪的時候放閃程度過高', '多拍點']","['太好看了 ❤️多拍點 ❤️🙌', '太喜歡了 多拍一點', '🤣我想看花絮，花絮比正片好看。']"
48,7,48_怎么你们也玩这个梗啦_原來是這種關係_閃尿俠_超愛的啦,"['怎么你们也玩这个梗啦', '原來是這種關係', '閃尿俠', '超愛的啦', '這是三角戀吧', '哈哈哈哈', '加油', '', '', '']","['這是三角戀吧', '閃尿俠', '怎么你们也玩这个梗啦，哈哈哈哈']"
