Topic,Count,Name,Representation,Representative_Docs
9,15,9_已捐款_su_下一步的_vivian,"['已捐款', 'su', '下一步的', 'vivian', '坤达加油', '你花30萬', '備註欄位會在選定捐款金額', '助力', '填寫捐款資訊之後', '坤達也有在做善事做公益']","['·  感謝 謝坤達(KunDa)唯一官方粉絲專頁 助力「白手杖愛盲行動」，陪伴高齡視障者勇敢走出去！ 邀請大家一起成為 #愛盲超人 捐款還有機會抽到坤達親簽茄芷袋！', '已捐款 #支持坤達 #支持愛盲 專程來這酸的人不知捐款沒 有時間吵架罵人還是多做善事 幫幫視障老人  讚', '·  陳怡伶 您好，歡迎您按照愛盲官網捐款頁面的步驟操作喔~ 備註欄位會在選定捐款金額、填寫捐款資訊之後，下一步的「收據資訊」頁裡。 感謝您的愛心，與坤達一起守護視障者~']"
10,15,10_好帥氣_好有愛_好帅呀_太帥了吧,"['好帥氣', '好有愛', '好帅呀', '太帥了吧', '你真正帥氣英俊瀟灑', '午安', '愛心不落人後', '愛你喔', '很有愛心', '幸福健康平安成功吉祥順心']","['好帥氣 午安 中', '暖心暖愛爆棚！帥到炸裂！', '坤達 你真正帥氣英俊瀟灑 幸福健康平安成功吉祥順心 8週']"
11,15,11_cheng_danny_alan_zheng,"['cheng', 'danny', 'alan', 'zheng', '人家都趕快回來台灣了', '你又多騙了台灣一兩年ㄟ', '保證這些藝人也是大家跑到加拿大美國啊', '可以跑得多遠就多遠', '台灣太危險啦', '台灣有事']","['Danny Cheng 逃兵跟詐騙集團有什麼不一樣', 'Danny Cheng 關你什麼事', 'Danny Cheng']"
12,15,12_狐獴媽媽開講_取消了_蘇蘇_一堆女的出來喊沒關係是怎樣,"['狐獴媽媽開講', '取消了', '蘇蘇', '一堆女的出來喊沒關係是怎樣', 'ㄟ真假啦這個錯犯了一輩子你還要說是一時喔好噁心喔', '乖乖閉嘴', '不要', '今天要是都沒報出逃兵這件事', '1認同', 'gu']","['狐獴媽媽開講 取消了，講什麼話，第一波逃兵有出來自首嗎？', '狐獴媽媽開講 取消了。', '狐獴媽媽開講 哪裡一時？今天要是都沒報出逃兵這件事，他會自己承認？妳還是別開講，乖乖閉嘴，跟妳主子一起跳十六蹲，但這次腦子要顧好，別跳出來了']"
13,14,13_瞎爆_也是騙了的粉絲信任_這行為詐騙集團沒兩樣好嗎_你不用當兵話不用講的那麼輕巧知不知道他那個年代當兵很辛苦的,"['瞎爆', '也是騙了的粉絲信任', '這行為詐騙集團沒兩樣好嗎', '你不用當兵話不用講的那麼輕巧知不知道他那個年代當兵很辛苦的', '你應該沒當過兵吧這也挺', '知不知道他那個年代當兵很辛苦的', '那去痛苦在當2年兵的人都是傻逼是不是', '不就是經過深思熟慮後', '不想當兵', '15年前未能深思熟慮']","['你沒種當兵，就不要再繼續主持玩很大了好不好，請你滾蛋，有夠可恥、有夠爛的，再主持就拒看，你這種人，就應該封殺。 看看人家 Kid 就請假一年去當兵，回歸節目安排，還用走的到台北，就請問坤達你做了什麼。 Energy 棒棒糖 一群沒當兵的， 一堆爛咖，有夠沒種的，還偶像勒，看了就想吐，嘔吐的對象吧！  讚', '狐獴媽媽開講 你應該沒當過兵吧這也挺？知不知道他那個年代當兵很辛苦的，那去痛苦在當兵的人都是傻逼是不是？這行為詐騙集團沒兩樣好嗎？也是騙了的粉絲信任 瞎爆。', '說個公道話啦 默默觀察，身邊環境的朋友 明明就很多男生 根本就表明不想當兵 我弟長190公分高的體格 他之前拼命吃到破百公斤我問他為什麼突然那麼胖 他說他要吃胖一點就可以不用當兵了， 問他為何不當，他說浪費時間去當兵幹嘛？ 另一個在我公司偶爾來打工的弟弟也是，他當時積極想辦法不要讓自己當兵，後來用扁平足名義去讓自己不用當兵，還有很多不計其數。 雖然我也有當兵，但軍中的環境實在是很差，尤其是新訓中心超噁心，印象很深刻就是剛進去兩三天用餐的食堂噁心到不行，整張桌子好幾片黏蠅版黏上至少數千隻蒼蠅，然後吃飯 好幾百隻蒼蠅再跟你搶食物超噁心，廁所馬桶阻塞 大家還是得忍著噁心惡臭拉屎，你能想像馬桶的屎就像疊羅漢那樣疊至少七八層高爆噁心， 當時一堆人根本不想當兵 但因為就是平民老百姓別只能認了，而且記憶很深是當時軍中也不乏有些想辦法裝病拼驗退的。有裝瘋賣傻的，也有不時裝病常跑醫護室的 所以嘴巴說男人一定要當兵的人，真心喜歡當兵、主動積極要當兵的人絕對是少數 少在那說什麼當了兵才是男人這種話， 分明就是 「我都被抓進去當過了，你們也應該被抓進去」的心態 大部分會批評 主要都是心裡不平衡的酸葡萄心態， 當完兵的人， 因為自己被熬過，看到其他還沒入伍的用各種方式閃避兵役，自然會看不過去。 大概就是「我們都當過了，你們憑什麼不去當」的感覺吧！ 對於當過兵的人，要他們再進去當，絕對超過6.7成以上的人死都不願意再回去。 這就是現實... 多數都是不情不願 或者是經濟所逼才去當兵 當然也是有少數很愛 願意當兵的啦，但這真的是少數 其實這些藝人只是跟平常人一樣的思維，他們肯定也不想當兵，但他們因為工作身份收入可能比一般人都多，加上剛好接觸到這樣的避兵管道，只需花十幾幾十萬就可以免當一年兵，還可以好好衝事業，我認為在這樣的誘惑下加上他們財力也允許，才會做下此決定。 我認為他們跟時下不想當兵的人沒什麼兩樣，只是差在他們有錢有認識管道，於是可以透過這個管道來逃兵。 當然啦，逃兵的行為絕對是錯的 只是我觀察身邊許多親友、朋友親身經歷來說 「不想當兵」的確就是大部分男性的心裡話，只是不敢說出來，因為說出來怕會被恥笑不是男人罷了  讚']"
14,13,14_wei_你是不是也想逃兵_chen_boom,"['wei', '你是不是也想逃兵', 'chen', 'boom', 'barbie', '一個男生', '55555555555555555555', '所以國民應盡的義務可以使用非法手段閃兵', '據證確鑿', '也不能不認啊']","['Wei Wei 智能不足的難以溝通', 'Wei Wei 你是不是也想逃兵？', 'Wei Wei 你是不是也想逃兵']"
15,12,15_達哥_中秋節快樂_達哥中秋節快樂_達哥中秋佳節快樂,"['達哥', '中秋節快樂', '達哥中秋節快樂', '達哥中秋佳節快樂', '中秋快樂', '祝最帥的達哥', '達老闆中秋節快樂', '坤達哥中秋節快樂', '中秋节快乐', '8週']","['達哥，中秋節快樂', '達哥～中秋節快樂', '達哥～中秋節快樂']"
16,11,16_2週_兩年八個月_爽啦_2年8個月,"['2週', '兩年八個月', '爽啦', '2年8個月', '不然永遠看你再這節目', '三立還挺的下去嗎', '反省吧', '可憐呀', '共花費4年6個月時間', '再出來當滿義務役最新役期']","['關好關滿 2年8個月，再出來當滿義務役最新役期 1年10個月，共花費4年6個月時間，可憐呀，這就是你的報應', '加油 2週', '沒當兵還有臉回來呀，起碼當一年再回來才像樣吧！不然永遠看你再這節目，看不起你 2週']"
17,10,17_逃兵_丟臉_人家才懶得理你妳們這些人呢_人都會有犯錯勇於面對就好了加油,"['逃兵', '丟臉', '人家才懶得理你妳們這些人呢', '人都會有犯錯勇於面對就好了加油', '不然預感網路線上也會之後有法律權利制裁你們', '再互航阿', '你們不爽的', '你妳們可以罵藝人那你妳們遲早有一天', '你的行為跟詐騙集團沒兩樣', '你算我少數認同的藝人']","['你算我少數認同的藝人..但........ 有錯認.挨打要立正站好..先蹲一陣子吧.. 或許都是為生活...過程中觸犯條規..', '說謊騙大家二十幾年，本身道德就很有問題了！這種人有何資格當藝人！錢都他在賺，社會責任不用扛就是了！再互航阿！', '如果覺得不爽藝人 就可以毀謗他人 那你們講的因果自付 藝人也是一樣像你們爸媽生出來孩子 難道你們沒有犯錯過嗎 自以為講的那麼藝術罵人就不會有因果嗎 想想別人這麼罵你妳會怎樣 沒有同理心還以為沒有制裁所以就沒事嗎 最好不會踢到鐵板啦 你妳們可以罵藝人那你妳們遲早有一天 會有因果的 笑死人了只會耍嘴砲而不會多做善事 人家才懶得理你妳們這些人呢 你們不爽的 別打擾別人 不然預感網路線上也會之後有法律權利制裁你們 信不信由你妳們']"
18,8,18_為什麼要逃兵呢___,"['為什麼要逃兵呢', '', '', '', '', '', '', '', '', '']","['為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？', '為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？為什麼要逃兵呢？', '為什麼要逃兵呢？為什麼要逃兵呢？']"
