Topic,Count,Name,Representation,Representative_Docs
9,14,9_90年代當兵的硬度也不是現在能比_不必當兵_不要來找我_也沒在那裡替代役的,"['90年代當兵的硬度也不是現在能比', '不必當兵', '不要來找我', '也沒在那裡替代役的', '他上次受傷那麼慘了', '他也沒什麼作品', '他在對岸工作一年海賺', '你po的新聞還有兩個人耶', '你怎麼選擇性不貼這兩個人呢', '再respect']","['還好吧 某國皇帝的兒子也沒當兵啊 啊我我沒說哪一國的喔 不要來找我', '吳奇隆不算逃兵藝人吧…………  實打實幾乎1年2個月軍事義務役的役期，90年代當兵的硬度也不是現在能比，也沒在那裡替代役的  可以把他在這名單內除名嗎？列入就很汙辱他了，再respect 很尊重？？戲謔比較多吧', '哇咧，你po的新聞還有兩個人耶，你怎麼選擇性不貼這兩個人呢？這樣不太好吧！ 或許你可能沒複製到，幫你補充一下：  4. 勞動部長洪申翰 洪申翰受訪曾說，自己打籃球之故，右眼受傷，得了白內障，不必當兵。  5. 民進黨前立委林昶佐 林昶佐坦承自己當時為了玩樂團，找遍方法延畢躲兵役，最終因焦慮症獲判免役。']"
10,14,10_不懂有些人在想什麼_不是蹲下去腳會不舒服嗎_也沒啥人敢說他_他們脊椎都有問題但16蹲跳得嚇嚇叫,"['不懂有些人在想什麼', '不是蹲下去腳會不舒服嗎', '也沒啥人敢說他', '他們脊椎都有問題但16蹲跳得嚇嚇叫', '僵直性脊椎炎結果可以越練越壯', '原來那些人脊椎都有問題哦', '原來那麼多人僵直性脊椎炎哦', '只能說大家也是很會看人了', '啊二尖瓣脫垂幾乎每個人都有', '啊怎麼我進去當一堆氣喘']","['扁平足不是不能當？不是蹲下去腳會不舒服嗎？蹲久會不舒服，對嗎？', '啊怎麼我進去當一堆氣喘，脊椎側彎的還是照當啊…. 啊二尖瓣脫垂幾乎每個人都有…這也是很神奇（我自己也有啊', '當初有個僵直性脊椎炎的不能當兵,結果舞狂跳,籃球也是狂打,也沒啥人敢說他,只能說大家也是很會看人了,紅的歌星就沒啥人敢批評']"
11,13,11_大平台_林飛帆表示_滿滿的大_逃兵大平台,"['大平台', '林飛帆表示', '滿滿的大', '逃兵大平台', '讚喔', '青鳥們站出來啊', '太平台', '整串抓起來', '到底哪來的的臉和立場', '大平台要大翻船']","['一堆粉頭在這邊指指點點 到底哪來的的臉和立場', '大平台', '大平台']"
12,12,12_不是口號_人家許光漢都老老實實的_但如果是公眾人物其實準時當完兵也可以提升形象_保護著一群不認同我們的人,"['不是口號', '人家許光漢都老老實實的', '但如果是公眾人物其實準時當完兵也可以提升形象', '保護著一群不認同我們的人', '兵還是要當', '又不行了嗎', '反正有錢有關系可以閃的一堆', '只能拿出來說嘴', '只能認同當兵', '只能默默著好裝']","['當兵確實浪費時間 還損失賺錢機會 但如果是公眾人物其實準時當完兵也可以提升形象 這個也要考慮進去 看看許光漢 打造正面形象未來可能還把這一年少賺的多賺回來', '當兵又怎樣，有比較厲害，只能拿出來說嘴，當完的是可以抗中保台？ 反正有錢有關系可以閃的一堆，當冰浪費時間，體制又爛', '可悲的是竟無力反駁 只能認同當兵=浪費時間的說法  日子還是要過 只能默默著好裝 鑽進駕駛艙 保護著一群不認同我們的人  希冀著有一天「軍愛民，民敬軍」不是口號 有一天愛國是大家的共識 而不是如今民進黨的假認同 國民黨的真賣國 至於民眾黨 呵']"
13,11,13_之前20幾歲全團以跳舞出名的_也有開刀痕跡_他如何打聽到是那個醫生體檢_他現在在日本工作過很爽,"['之前20幾歲全團以跳舞出名的', '也有開刀痕跡', '他如何打聽到是那個醫生體檢', '他現在在日本工作過很爽', '他說', '他逃兵我不意外', '但去年氣喘沒有發作過哦', '做了覺得會痛死', '健測時跑3000跑一半摔到全身流血', '其中一個問他為什麼不當兵']","['我自己有僵直性脊椎炎，很多動作無法做，做了覺得會痛死，怎麼名單上那些人一堆生龍活虎。  我自己也沒服兵役，我太老，我們那個年代審免役非常嚴格，抽兩年兵或三年兵，可是我去檢查時就近視1200度（目前已經1800），所以檢查沒幾天就寄免役通知了。', '逃兵的豈止他一個…我身邊就好幾個。 其中一個問他為什麼不當兵？他說：爺爺我時間很寶貴。 另一個從建中一路念到台大的友人，更是鉅細靡遺地跟我敘述，他如何打聽到是那個醫生體檢、怎麼體檢可以不用當兵（太久了，忘記細節）他現在在日本工作過很爽。', '大兵分享一下自己的經歷 我小時候就一直因為腳嚴重扁平和骨骼發展不均而被醫告知一定免役 小學前一直找不同單位治療 最後告知是骨骼問題所以走姿不良 所以只能長期穿鞋墊 求學期間都要避免劇烈運動 所有同學都知道我身體有毛病 結果研究所一驗正常體位 當四個月時第一天就被值星官說你為啥要來當兵 還在新訓時叫去復驗 健測時跑3000跑一半摔到全身流血 結果還是前後浪費人生一年當兵 廠廠']"
14,11,14_2005年11月因_2005年曾接兵單入伍_2019年拍攝偶像劇_tank就真的心臟不好,"['2005年11月因', '2005年曾接兵單入伍', '2019年拍攝偶像劇', 'tank就真的心臟不好', 'tank心臟有問題不是假的吧', 'tank是真的', 'tank是真的心臟病', '他在演唱現場昏倒後休養很久', 'tank本來就是心臟病', '並且緊急做肺部導流手術']","['遙想當年暑期去成功嶺 當時有個廢物 天天在營不用出操 每天吞一堆藥造成心律不整 為什麼我會知道 因為有次因傷休息 他大言不慚跟所有新兵說他要驗退', '其他不知道不說 tank是真的心臟病 他復出的時候氣色差超多的 然後吳奇隆有慣性脫臼 因為我小時候很喜歡他 所以記得很清楚 再來他還當400多天的兵才驗退 這樣是有什麼好嘴的看不懂', '其他三個不知道  但阿弟有去當兵，2005年曾接兵單入伍，剃頭低調服役，但是因為椎間盤突出，入伍12天被驗退。  坤達是氣胸 2005年11月因「自發性氣胸」住院，並且緊急做肺部導流手術，2019年拍攝偶像劇《月村歡迎你》時，劇中還有半裸鏡頭，當時他胸口有氣胸的術後疤痕，工作人員協助靠上妝遮掩疤痕入鏡。  這兩位不能當作逃兵來撻伐吧  台灣人可不可以不要這麼無聊？整天內訌對立  有沒有當兵然後呢？免疫就是有免疫的規定在那邊，為什麼要一個一個抓出來？  人家16蹲跳的來也是他們認真對待自己工作的證明  為什麼認真工作反而被拿來當作「逃兵的證據」？  有沒有病啊，難道有當兵的人就比較愛國，戰爭時就會挺身而出嗎？少來了']"
15,11,15_00上班滑手機滑到5點下班_5點後筆電拿出來開玩_之前當四個月的時候怎麼不趕快去當完_但就只是不能回家而已,"['00上班滑手機滑到5點下班', '5點後筆電拿出來開玩', '之前當四個月的時候怎麼不趕快去當完', '但就只是不能回家而已', '但新訓時期比較不好待', '像我當時就是滑手機跟買便當而已', '反正腦粉覺得沒差', '只是無限', '地獄五中', '我2014年當家因的']","['👀完 我笑了 沒對誰有惡意 只是無限♾️️的想🤔️⋯⋯', '我那時候警察役 8:00上班滑手機滑到5點下班 5點後筆電拿出來開玩 但就只是不能回家而已', '會不會比較輕鬆，還是看單位 我258梯剛退的，我那半年都是在成功嶺，而且是數字中隊，所以你覺得輕鬆嗎？']"
16,10,16_1994_2005_energy和王他們是要當一年甚至以上的欸_po,"['1994', '2005', 'energy和王他們是要當一年甚至以上的欸', 'po', 'poa', '上兵們都很好', '不包括去年開始的94年次', '不如想想你是怎樣的一個人是否需要調整心態', '不是狗也沒有比狗不如', '不能一概而論']","['Energy和王他們是要當一年甚至以上的欸 真的蠻...  像是當四個月的（1994-2005） 我自己也是四個月 真的就夏令營 新訓是有點煩 不過下部隊到屏東傘兵的家 真的很爽 班長 POA 上兵們都很好', '第一看軍種，第二看單位  那時候待空軍某營區的某義務役 早上七點半起來打掃 八點集合 混了一天下午運動一小時就沒事了  最操的就是漢光跟打靶而已 要三不五時拿著槍到處跑 啊營區大概才一個學校那麼大而已  宿舍是四人房還有冷氣  休假都能提前放18 過於不合理的制度 就去找中校（裡面管事的）訴苦 基本上都會改掉  啊也因為直面中校 所以伙食也都不錯（跟陸軍比起來）  退伍的時候還胖了四公斤', '別想太多啦 雖然我也覺得四個月學不到什麼 還是一年比較好最至少會拆裝槍？（你出國的時候可以組裝給一起出國的朋友看 也可以在國外防身 我會覺得很酷） 我自己的觀感是男生有去當的我會覺得第一印象會好一點表示他沒有逃避自己的責任 會想法設法逃避事情的不是小聰明就是真聰明 但累到的都會是身邊的人 就像你的角色是學生就算學校在爛不知道去幹嘛你還是乖乖早八去上課一樣 我覺得實習都要一年了當兵怎麼可能不需要不管怎麼樣能夠把自己的事情負責好我會對這個人印象比較佳 所以真的不要覺得自己是狗！！！ 雖然不一定能比但我去實習也覺得自己累的比狗還不如但結束之後想想我沒選擇逃避自己的責任我就先贏了很多人再來其實只學到毛皮還有一堆要學但跟以前的自己比起來學到很多 所以絕對不要想的那麼糟糕！！！ 不是狗也沒有比狗不如 真正不如的垃圾一堆 與其想之前為什麼去內心後悔或是我為什麼要去  不如想想你是怎樣的一個人是否需要調整心態 事不會打倒你但是情緒會！！！ 台灣去當兵的男士們加油！！你們很棒但是不要一直炫（會很像老人）✨ 突然的炫出一些技能人家問再淡淡地說之前學過 沒有耍帥當小丑而是默默的一瞬間變帥了']"
17,10,17_名字錯了_可憐哪_低卡一堆這種仇女的_糙你媽媒體,"['名字錯了', '可憐哪', '低卡一堆這種仇女的', '糙你媽媒體', '當然假造病例是不對的', '現在', '果真是多一根誤一生', '是長多醜', '想太多', '平常']","['低卡一堆這種仇女的，是長多醜', '就一件破事一直瘋狂暴 糙你媽媒體', '平常：要喝幾罐醬油才能免役 現在：逃兵爛草莓（當然假造病例是不對的）']"
18,10,18_好像有人對這篇文章有新想法唷_快來去看看_通報_民進黨感謝你,"['好像有人對這篇文章有新想法唷', '快來去看看', '通報', '民進黨感謝你', '不想給你知道就只能上網找網路媒體新聞', '厲害喔', '有什麼事情是不突然的', '一直以來都是如此阿', '黨想給你知道就三餐報導', '直接幫新聞加綠色濾鏡']","['通報 📢 好像有人對這篇文章有新想法唷，快來去看看！', '通報 📢 好像有人對這篇文章有新想法唷，快來去看看！', '通報 📢 好像有人對這篇文章有新想法唷，快來去看看！']"
19,10,19_大根涉逃兵發聲了_快訊_涉案藝人曝光_陳零九陳大天都出事,"['大根涉逃兵發聲了', '快訊', '涉案藝人曝光', '陳零九陳大天都出事', '全案將依偽造文書', 'energy書偉', '刑大本月再展開第三波搜索', '反正都是同類', '唐禹哲已經逃n年了', '報一些日本奈良的新聞吧']","['快訊／大根涉逃兵發聲了！「陳零九陳大天都出事」\u3000涉案藝人曝光', '快訊／大根涉逃兵發聲了！「陳零九陳大天都出事」\u3000涉案藝人曝光', '檢方指揮永和分局、刑大本月再展開第三波搜索，其中知名藝人陳柏霖、修杰楷、Energy書偉（張書偉）、棒棒堂小杰均遭拘提到案；其中小杰向檢警坦承，花了30萬閃兵，全案將依偽造文書、妨害兵役等罪嫌偵辦。  小杰昔日受訪就曾被問過是否有當兵？小杰當時嚴肅表示沒有，「我自己有家族性遺傳疾病，所以沒當，當初有去醫院做檢查。」']"
20,10,20_一堆藝人_一般人沒有的毛病_因為他是藝人_劣跡又沒才藝的藝人必須消失,"['一堆藝人', '一般人沒有的毛病', '因為他是藝人', '劣跡又沒才藝的藝人必須消失', '低調入伍的許光漢', '不懂為什麼逃', '好奇免役的原因應該是個資', '好愛', '好感度再度提升', '怎麼不讓他們也達爾文一下']","['不懂為什麼逃 藝人都可以爽做替代役 這樣還逃要不要去閹割掉', '突然想到當紅藝人 低調入伍的許光漢 好感度再度提升', '一堆藝人、權貴都免役 難不成重大疾病都好發在他們身上嗎🤔 這些病的命中率好高😍好愛 怎麼不讓他們也達爾文一下']"
21,8,21_原文網址_藝人逃兵的新聞到底是想要掩蓋掉哪個新聞呢_幫你把新聞連結貼回來_你怎麼把新聞的連結刪了呢,"['原文網址', '藝人逃兵的新聞到底是想要掩蓋掉哪個新聞呢', '幫你把新聞連結貼回來', '你怎麼把新聞的連結刪了呢', '不敢貼喔', '原本的新聞有綠啊', '唉唷', '', '', '']","['藝人逃兵的新聞到底是想要掩蓋掉哪個新聞呢？ (原文網址:', '藝人逃兵的新聞到底是想要掩蓋掉哪個新聞呢？ (原文網址:', '藝人逃兵的新聞到底是想要掩蓋掉哪個新聞呢？ (原文網址:']"
